test_name,real_vulnerability,cwe,num_tools_agreeing,flagged_by_semgrep,flagged_by_sonar,cwe_historical_precision,message,ml_risk_score,ml_priority,file,line
BenchmarkTest01709,1,CWE-501,1,1,0,0.7234,"Detected input from a HTTPServletRequest going into a session command, like `setAttribute`. User input into such a command could lead to an attacker inputting malicious code into your session parameters, blurring the line between what's trusted and untrusted, and therefore leading to a trust boundary violation. This could lead to programmers trusting unvalidated data. Instead, thoroughly sanitize user input before passing it into such function calls.",0.6998849314813775,P2 - High (ML Probable Vulnerability),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01709.java,73
BenchmarkTest01710,1,CWE-501,1,1,0,0.7234,"Detected input from a HTTPServletRequest going into a session command, like `setAttribute`. User input into such a command could lead to an attacker inputting malicious code into your session parameters, blurring the line between what's trusted and untrusted, and therefore leading to a trust boundary violation. This could lead to programmers trusting unvalidated data. Instead, thoroughly sanitize user input before passing it into such function calls.",0.7196177864212013,P2 - High (ML Probable Vulnerability),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01710.java,73
BenchmarkTest01711,1,CWE-501,1,1,0,0.7234,"Detected input from a HTTPServletRequest going into a session command, like `setAttribute`. User input into such a command could lead to an attacker inputting malicious code into your session parameters, blurring the line between what's trusted and untrusted, and therefore leading to a trust boundary violation. This could lead to programmers trusting unvalidated data. Instead, thoroughly sanitize user input before passing it into such function calls.",0.6568111284096806,P2 - High (ML Probable Vulnerability),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01711.java,73
BenchmarkTest01712,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6221370751503495,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01712.java,77
BenchmarkTest01713,0,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6315115188114625,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01713.java,77
BenchmarkTest01714,0,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6043967051102129,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01714.java,77
BenchmarkTest01715,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6315115188114625,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01715.java,77
BenchmarkTest01716,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6315115188114625,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01716.java,77
BenchmarkTest01717,0,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6221370751503495,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01717.java,77
BenchmarkTest01718,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6050253134234014,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01718.java,77
BenchmarkTest01719,0,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6043967051102129,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01719.java,77
BenchmarkTest01720,1,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6393503814415632,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01720.java,75
BenchmarkTest01721,1,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6314792486337455,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01721.java,74
BenchmarkTest01722,0,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6371570818030259,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01722.java,74
BenchmarkTest01723,1,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6393503814415632,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01723.java,77
BenchmarkTest01724,1,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6314792486337455,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01724.java,75
BenchmarkTest01725,1,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6371570818030259,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01725.java,75
BenchmarkTest01726,1,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6371570818030259,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01726.java,74
BenchmarkTest01727,1,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6314792486337455,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01727.java,75
BenchmarkTest01728,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6043967051102129,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01728.java,75
BenchmarkTest01729,0,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6050253134234014,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01729.java,75
BenchmarkTest01730,1,CWE-89,2,1,1,0.5746,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,0.5278626301234679,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01730.java,77
BenchmarkTest01731,1,CWE-89,2,1,1,0.5746,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,0.46739305534568415,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01731.java,77
BenchmarkTest01732,0,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6161353418384643,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01732.java,75
BenchmarkTest01733,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6221370751503495,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01733.java,75
BenchmarkTest01734,1,CWE-643,1,1,0,0.5185,"Detected input from a HTTPServletRequest going into a XPath evaluate or compile command. This could lead to xpath injection if variables passed into the evaluate or compile commands are not properly sanitized. Xpath injection could lead to unauthorized access to sensitive information in XML documents. Instead, thoroughly sanitize user input or use parameterized xpath queries if you can.",0.4922262947505719,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01734.java,89
BenchmarkTest01735,0,CWE-643,1,1,0,0.5185,"Detected input from a HTTPServletRequest going into a XPath evaluate or compile command. This could lead to xpath injection if variables passed into the evaluate or compile commands are not properly sanitized. Xpath injection could lead to unauthorized access to sensitive information in XML documents. Instead, thoroughly sanitize user input or use parameterized xpath queries if you can.",0.5378530176248051,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01735.java,89
BenchmarkTest01736,1,CWE-643,1,1,0,0.5185,"Detected input from a HTTPServletRequest going into a XPath evaluate or compile command. This could lead to xpath injection if variables passed into the evaluate or compile commands are not properly sanitized. Xpath injection could lead to unauthorized access to sensitive information in XML documents. Instead, thoroughly sanitize user input or use parameterized xpath queries if you can.",0.4500384206940105,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01736.java,87
BenchmarkTest01737,0,CWE-327,0,0,0,0.9046,,0.09852596288884,P4 - Low (ML Suppressed / Likely False Alarm),,
BenchmarkTest01738,0,CWE-327,0,0,0,0.9046,,0.08362763156367758,P4 - Low (ML Suppressed / Likely False Alarm),,
BenchmarkTest01739,0,CWE-327,0,0,0,0.9046,,0.0878973552674785,P4 - Low (ML Suppressed / Likely False Alarm),,
BenchmarkTest01740,1,CWE-327,1,1,1,0.9046,Triple DES (3DES or DESede) is considered deprecated. AES is the recommended cipher. Upgrade to use AES.,0.984312041628401,P1 - Critical (ML High-Confidence Vulnerability),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01740.java,57
BenchmarkTest01741,1,CWE-327,1,1,1,0.9046,Triple DES (3DES or DESede) is considered deprecated. AES is the recommended cipher. Upgrade to use AES.,0.960271073167773,P1 - Critical (ML High-Confidence Vulnerability),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01741.java,57
BenchmarkTest01742,1,CWE-327,1,1,1,0.9046,Triple DES (3DES or DESede) is considered deprecated. AES is the recommended cipher. Upgrade to use AES.,0.984312041628401,P1 - Critical (ML High-Confidence Vulnerability),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01742.java,57
BenchmarkTest01743,0,CWE-90,1,1,0,0.4815,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data.",0.4960361627169889,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01743.java,60
BenchmarkTest01744,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5372346090670375,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01744.java,49
BenchmarkTest01745,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5349061735858125,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01745.java,49
BenchmarkTest01746,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5305215095490278,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01746.java,66
BenchmarkTest01747,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5305215095490278,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01747.java,69
BenchmarkTest01748,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5349061735858125,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01748.java,54
BenchmarkTest01749,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5372346090670375,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01749.java,54
BenchmarkTest01750,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5394645256012154,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01750.java,54
BenchmarkTest01751,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5349061735858125,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01751.java,55
BenchmarkTest01752,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5372346090670375,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01752.java,60
BenchmarkTest01753,0,CWE-90,1,1,0,0.4815,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data.",0.4485802845284838,P4 - Low (ML Suppressed / Likely False Alarm),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01753.java,63
BenchmarkTest01754,0,CWE-90,1,1,0,0.4815,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data.",0.5087973542492934,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01754.java,63
BenchmarkTest01755,0,CWE-90,1,1,0,0.4815,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data.",0.5087973542492934,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01755.java,62
BenchmarkTest01756,0,CWE-90,1,1,0,0.4815,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data.",0.519750625119329,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01756.java,62
BenchmarkTest01757,1,CWE-328,2,1,1,1.0,"Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Instead, use PBKDF2 for password hashing or SHA256 or SHA512 for other hash function applications.",0.9966744996793538,P1 - Critical (ML High-Confidence Vulnerability),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01757.java,55
BenchmarkTest01758,0,CWE-328,0,0,0,1.0,,0.23782332489730076,P4 - Low (ML Suppressed / Likely False Alarm),,
BenchmarkTest01759,0,CWE-328,0,0,0,1.0,,0.26631103688868035,P4 - Low (ML Suppressed / Likely False Alarm),,
BenchmarkTest01760,0,CWE-328,0,0,0,1.0,,0.26631103688868035,P4 - Low (ML Suppressed / Likely False Alarm),,
BenchmarkTest01761,1,CWE-328,2,1,1,1.0,"Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Instead, use PBKDF2 for password hashing or SHA256 or SHA512 for other hash function applications.",0.997774524693956,P1 - Critical (ML High-Confidence Vulnerability),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01761.java,50
BenchmarkTest01762,0,CWE-328,0,0,0,1.0,,0.26631103688868035,P4 - Low (ML Suppressed / Likely False Alarm),,
BenchmarkTest01763,0,CWE-328,0,0,0,1.0,,0.23782332489730076,P4 - Low (ML Suppressed / Likely False Alarm),,
BenchmarkTest01764,0,CWE-328,0,0,0,1.0,,0.24087705674222445,P4 - Low (ML Suppressed / Likely False Alarm),,
BenchmarkTest01765,1,CWE-328,0,0,0,1.0,,0.24087705674222445,P4 - Low (ML Suppressed / Likely False Alarm),,
BenchmarkTest01766,1,CWE-328,0,0,0,1.0,,0.23782332489730076,P4 - Low (ML Suppressed / Likely False Alarm),,
BenchmarkTest01767,0,CWE-79,0,0,0,0.6516,,0.278739919364882,P4 - Low (ML Suppressed / Likely False Alarm),,
BenchmarkTest01768,0,CWE-79,0,0,0,0.6516,,0.24970671366531938,P4 - Low (ML Suppressed / Likely False Alarm),,
BenchmarkTest01769,0,CWE-79,0,0,0,0.6516,,0.2659189177021378,P4 - Low (ML Suppressed / Likely False Alarm),,
BenchmarkTest01770,0,CWE-79,0,0,0,0.6516,,0.313915809627834,P4 - Low (ML Suppressed / Likely False Alarm),,
BenchmarkTest01771,0,CWE-79,0,0,0,0.6516,,0.278739919364882,P4 - Low (ML Suppressed / Likely False Alarm),,
BenchmarkTest01772,0,CWE-79,0,0,0,0.6516,,0.278739919364882,P4 - Low (ML Suppressed / Likely False Alarm),,
BenchmarkTest01773,0,CWE-79,0,0,0,0.6516,,0.2659189177021378,P4 - Low (ML Suppressed / Likely False Alarm),,
BenchmarkTest01774,0,CWE-79,0,0,0,0.6516,,0.2300172252494595,P4 - Low (ML Suppressed / Likely False Alarm),,
BenchmarkTest01775,0,CWE-79,0,0,0,0.6516,,0.313915809627834,P4 - Low (ML Suppressed / Likely False Alarm),,
BenchmarkTest01776,0,CWE-79,0,0,0,0.6516,,0.278739919364882,P4 - Low (ML Suppressed / Likely False Alarm),,
BenchmarkTest01777,0,CWE-79,0,0,0,0.6516,,0.313915809627834,P4 - Low (ML Suppressed / Likely False Alarm),,
BenchmarkTest01778,0,CWE-78,1,1,0,0.5177,A formatted or concatenated string was detected as input to a ProcessBuilder call. This is dangerous if a variable is controlled by user input and could result in a command injection. Ensure your variables are not controlled by users or sufficiently sanitized.,0.3384009885131837,P4 - Low (ML Suppressed / Likely False Alarm),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01778.java,63
BenchmarkTest01779,0,CWE-78,1,1,0,0.5177,A formatted or concatenated string was detected as input to a ProcessBuilder call. This is dangerous if a variable is controlled by user input and could result in a command injection. Ensure your variables are not controlled by users or sufficiently sanitized.,0.3450783768253897,P4 - Low (ML Suppressed / Likely False Alarm),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01779.java,63
BenchmarkTest01780,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5114755110284748,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01780.java,61
BenchmarkTest01781,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01781.java,49
BenchmarkTest01782,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01782.java,49
BenchmarkTest01783,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",0.9995454545454545,P1 - Critical (ML High-Confidence Vulnerability),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01783.java,49
BenchmarkTest01784,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",0.9995641025641026,P1 - Critical (ML High-Confidence Vulnerability),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01784.java,49
BenchmarkTest01785,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01785.java,49
BenchmarkTest01786,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",0.9995641025641026,P1 - Critical (ML High-Confidence Vulnerability),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01786.java,49
BenchmarkTest01787,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01787.java,49
BenchmarkTest01788,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01788.java,49
BenchmarkTest01789,1,CWE-614,1,1,0,1.0,A cookie was detected without setting the 'secure' flag. The 'secure' flag for cookies prevents the client from transmitting the cookie over insecure channels such as HTTP. Set the 'secure' flag by calling 'cookie.setSecure(true);',0.9624860773602885,P1 - Critical (ML High-Confidence Vulnerability),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01789.java,66
BenchmarkTest01790,0,CWE-79,0,0,0,0.6516,,0.313915809627834,P4 - Low (ML Suppressed / Likely False Alarm),,
BenchmarkTest01791,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5752195073482003,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01791.java,58
BenchmarkTest01792,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5114755110284748,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01792.java,72
BenchmarkTest01793,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5683792859920807,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01793.java,58
BenchmarkTest01794,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5752195073482003,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01794.java,72
