test_name,cwe,file,line,tools_involved,num_tools_agreeing,confidence,severities,sample_message
BenchmarkTest01675,CWE-330,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01675.java,73,semgrep;sonarqube,2,"medium (same line, different CWE label)",MAJOR;warning,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead."
BenchmarkTest01676,CWE-330,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01676.java,72,semgrep;sonarqube,2,"medium (same line, different CWE label)",MAJOR;warning,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead."
BenchmarkTest01677,CWE-330,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01677.java,72,semgrep;sonarqube,2,"medium (same line, different CWE label)",MAJOR;warning,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead."
BenchmarkTest01678,CWE-330,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01678.java,72,semgrep;sonarqube,2,"medium (same line, different CWE label)",MAJOR;warning,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead."
BenchmarkTest01679,CWE-330,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01679.java,72,semgrep;sonarqube,2,"medium (same line, different CWE label)",MAJOR;warning,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead."
BenchmarkTest01680,CWE-330,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01680.java,72,semgrep;sonarqube,2,"medium (same line, different CWE label)",MAJOR;warning,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead."
BenchmarkTest01681,CWE-330,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01681.java,72,semgrep;sonarqube,2,"medium (same line, different CWE label)",MAJOR;warning,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead."
BenchmarkTest01682,CWE-614,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01682.java,89,semgrep,1,single-tool,warning,A cookie was detected without setting the 'secure' flag. The 'secure' flag for cookies prevents the client from transmitting the cookie over insecure channels such as HTTP. Set the 'secure' flag by calling 'cookie.setSecure(true);'
BenchmarkTest01683,CWE-614,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01683.java,89,semgrep,1,single-tool,warning,A cookie was detected without setting the 'secure' flag. The 'secure' flag for cookies prevents the client from transmitting the cookie over insecure channels such as HTTP. Set the 'secure' flag by calling 'cookie.setSecure(true);'
BenchmarkTest01685,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01685.java,95,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest01686,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01686.java,81,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest01687,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01687.java,95,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest01688,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01688.java,82,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest01689,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01689.java,82,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest01690,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01690.java,80,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest01691,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01691.java,80,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest01692,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01692.java,82,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest01693,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01693.java,82,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest01708,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01708.java,75,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest01709,CWE-501,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01709.java,73,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into a session command, like `setAttribute`. User input into such a command could lead to an attacker inputting malicious code into your session parameters, blurring the line between what's trusted and untrusted, and therefore leading to a trust boundary violation. This could lead to programmers trusting unvalidated data. Instead, thoroughly sanitize user input before passing it into such function calls."
BenchmarkTest01709,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01709.java,75,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest01710,CWE-501,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01710.java,73,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into a session command, like `setAttribute`. User input into such a command could lead to an attacker inputting malicious code into your session parameters, blurring the line between what's trusted and untrusted, and therefore leading to a trust boundary violation. This could lead to programmers trusting unvalidated data. Instead, thoroughly sanitize user input before passing it into such function calls."
BenchmarkTest01710,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01710.java,75,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest01711,CWE-501,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01711.java,73,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into a session command, like `setAttribute`. User input into such a command could lead to an attacker inputting malicious code into your session parameters, blurring the line between what's trusted and untrusted, and therefore leading to a trust boundary violation. This could lead to programmers trusting unvalidated data. Instead, thoroughly sanitize user input before passing it into such function calls."
BenchmarkTest01711,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01711.java,75,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest01712,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01712.java,77,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest01713,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01713.java,77,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest01714,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01714.java,77,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest01715,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01715.java,77,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest01716,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01716.java,77,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest01717,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01717.java,77,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest01718,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01718.java,77,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest01719,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01719.java,77,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest01720,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01720.java,75,semgrep,1,single-tool,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest01721,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01721.java,74,semgrep,1,single-tool,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest01722,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01722.java,74,semgrep,1,single-tool,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest01723,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01723.java,77,semgrep,1,single-tool,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest01723,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01723.java,80,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest01724,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01724.java,75,semgrep,1,single-tool,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest01725,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01725.java,75,semgrep,1,single-tool,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest01726,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01726.java,74,semgrep,1,single-tool,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest01727,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01727.java,75,semgrep,1,single-tool,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest01728,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01728.java,75,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest01729,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01729.java,75,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest01730,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01730.java,77,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
BenchmarkTest01731,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01731.java,77,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
BenchmarkTest01732,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01732.java,75,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest01733,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01733.java,75,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest01734,CWE-643,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01734.java,89,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into a XPath evaluate or compile command. This could lead to xpath injection if variables passed into the evaluate or compile commands are not properly sanitized. Xpath injection could lead to unauthorized access to sensitive information in XML documents. Instead, thoroughly sanitize user input or use parameterized xpath queries if you can."
BenchmarkTest01734,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01734.java,96,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest01735,CWE-643,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01735.java,89,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into a XPath evaluate or compile command. This could lead to xpath injection if variables passed into the evaluate or compile commands are not properly sanitized. Xpath injection could lead to unauthorized access to sensitive information in XML documents. Instead, thoroughly sanitize user input or use parameterized xpath queries if you can."
BenchmarkTest01735,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01735.java,96,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest01736,CWE-643,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01736.java,87,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into a XPath evaluate or compile command. This could lead to xpath injection if variables passed into the evaluate or compile commands are not properly sanitized. Xpath injection could lead to unauthorized access to sensitive information in XML documents. Instead, thoroughly sanitize user input or use parameterized xpath queries if you can."
BenchmarkTest01736,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01736.java,89,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest01740,CWE-326,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01740.java,57,semgrep,1,high (same CWE),warning,Triple DES (3DES or DESede) is considered deprecated. AES is the recommended cipher. Upgrade to use AES.
BenchmarkTest01740,CWE-327,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01740.java,54,sonarqube,1,high (same CWE),CRITICAL,Use a secure cipher mode.
BenchmarkTest01741,CWE-326,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01741.java,57,semgrep,1,high (same CWE),warning,Triple DES (3DES or DESede) is considered deprecated. AES is the recommended cipher. Upgrade to use AES.
BenchmarkTest01741,CWE-327,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01741.java,54,sonarqube,1,high (same CWE),CRITICAL,Use a secure cipher mode.
BenchmarkTest01742,CWE-326,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01742.java,57,semgrep,1,high (same CWE),warning,Triple DES (3DES or DESede) is considered deprecated. AES is the recommended cipher. Upgrade to use AES.
BenchmarkTest01742,CWE-327,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01742.java,54,sonarqube,1,high (same CWE),CRITICAL,Use a secure cipher mode.
BenchmarkTest01743,CWE-90,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01743.java,60,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data."
BenchmarkTest01744,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01744.java,49,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest01745,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01745.java,49,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest01746,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01746.java,66,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest01747,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01747.java,69,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest01748,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01748.java,54,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest01749,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01749.java,54,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest01750,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01750.java,54,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest01751,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01751.java,55,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest01751,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01751.java,68,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest01752,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01752.java,60,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest01753,CWE-90,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01753.java,63,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data."
BenchmarkTest01754,CWE-90,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01754.java,63,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data."
BenchmarkTest01755,CWE-90,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01755.java,62,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data."
BenchmarkTest01756,CWE-90,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01756.java,62,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data."
BenchmarkTest01757,CWE-328,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01757.java,55,semgrep;sonarqube,2,"medium (same line, different CWE label)",CRITICAL;warning,"Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Instead, use PBKDF2 for password hashing or SHA256 or SHA512 for other hash function applications."
BenchmarkTest01757,CWE-1240,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01757.java,57,sonarqube,1,single-tool,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.
BenchmarkTest01761,CWE-328,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01761.java,50,semgrep;sonarqube,2,"medium (same line, different CWE label)",CRITICAL;warning,"Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Instead, use PBKDF2 for password hashing or SHA256 or SHA512 for other hash function applications."
BenchmarkTest01778,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01778.java,63,semgrep,1,single-tool,error,A formatted or concatenated string was detected as input to a ProcessBuilder call. This is dangerous if a variable is controlled by user input and could result in a command injection. Ensure your variables are not controlled by users or sufficiently sanitized.
BenchmarkTest01779,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01779.java,63,semgrep,1,single-tool,error,A formatted or concatenated string was detected as input to a ProcessBuilder call. This is dangerous if a variable is controlled by user input and could result in a command injection. Ensure your variables are not controlled by users or sufficiently sanitized.
